student_id,cgpa,hackathons,papers_presented,core_courses,teacher_assistance,sem_consistency
514,8.928511116003268,3,6,6,0,0.34899493530191095
515,2.3617493608495153,5,0,3,1,0.4538532556850523
516,2.210935795978016,4,1,7,2,0.5949683573414702
517,5.011706935024397,1,7,5,2,0.9739405835732572
518,8.484426646254663,0,5,4,3,0.3275472709384929
519,9.898209034519557,2,1,3,1,0.9231438877168577
520,3.2033351288282255,4,6,4,0,0.2693569181804941
521,6.753045722817081,1,3,3,0,0.9890744654737046
522,5.047126853048172,3,1,5,3,0.6702636868275917
523,9.759315182516826,1,5,7,3,0.46351148035855094
524,8.73695138508567,4,10,5,0,0.6133904280636049
525,8.706629637689103,4,8,4,0,0.2725311690402068
526,5.749545278359762,5,10,3,1,0.2741738575114666
527,5.318556018701321,5,8,4,3,0.11355454384349384
528,4.18725657544565,1,7,7,1,0.11405029770539876
529,2.451003973207417,3,2,5,5,0.34767174146891133
530,8.917779010040427,1,2,4,0,0.7628554778963716
531,8.503208073040621,4,1,4,4,0.6079711675981625
532,9.997741386289045,4,4,7,4,0.10258456033102081
533,9.973094696591243,2,3,3,5,0.852236524975911
534,6.44345364482102,5,6,4,0,0.6013676269900664
535,8.151899321444084,2,3,7,3,0.9608555767847797
536,9.558125839059425,0,8,3,4,0.6701854674112075
537,8.79717912541929,4,1,3,3,0.175174863704181
538,3.9787848139455813,2,10,5,4,0.47378336230782225
539,5.604353082480748,1,5,7,3,0.6484975975472042
540,3.03327532121196,5,6,3,4,0.028264701049977692
541,9.632408218069779,5,3,5,3,0.014910264154807895
542,6.84939707560704,3,5,6,5,0.1294030005985679
543,3.8291424440277018,1,6,7,1,0.25166443504547076
544,7.373605475246854,3,3,6,3,0.42954912352067554
545,6.945025923663167,2,7,3,1,0.4874404737597884
546,4.865301744262724,0,8,7,1,0.13802760893789678
547,2.908460737597032,1,0,5,0,0.6733915791158308
548,7.372585564742397,1,6,3,5,0.5961380616965348
549,6.162461607230346,1,8,7,1,0.2944640988411602
550,8.178547133885115,3,9,7,2,0.013659883435292008
551,6.161308008895947,2,4,6,1,0.07764791535329074
552,8.817452002548322,1,1,3,3,0.3916947755108394
553,6.415254710195884,1,9,5,1,0.15397435116568392
554,6.48750377228309,5,5,5,3,0.37681960614797083
555,9.013228821266761,0,6,3,3,0.6281826045103551
556,5.227862929699176,5,1,3,2,0.5472374278792835
557,3.072121827605126,5,1,4,1,0.23117588313739423
558,2.230261410506712,0,9,6,1,0.3438224912587524
559,8.041098045388953,2,9,3,4,0.6140311984486506
560,6.962476410827717,5,0,3,4,0.8608550280434487
561,7.6326381447937885,2,3,4,0,0.7532134387388773
562,3.703713292071286,5,6,4,3,0.5534000268334149
563,3.090971804694158,4,8,7,2,0.3622929983164862
564,2.1163573253430554,0,2,5,4,0.36505127754180544
565,4.804700470452776,5,10,6,1,0.8794173102643961
566,6.719341494837065,4,6,7,0,0.0392435760405464
567,5.1379523607978586,3,6,3,2,0.987982644420261
568,5.4997993761898325,4,6,4,5,0.6643754108515623
569,9.233269555949988,1,1,5,1,0.6811376990723905
570,4.786043736186403,5,5,7,1,0.037997837304742155
571,6.111915913278486,4,1,5,5,0.6055292748912722
572,8.269224101929144,2,5,4,3,0.484778060090447
573,5.172342258570161,3,9,7,3,0.10577890689406699
574,6.976693601822988,5,2,7,4,0.2779220107693591
575,8.89890966997396,1,1,5,4,0.8903144562136512
576,9.596164989261137,4,5,4,1,0.5499884158659529
577,3.1765878474323035,3,1,3,1,0.41341657517390873
578,9.412701001291955,5,4,7,4,0.07268215584081095
579,5.9369303446363055,3,1,3,5,0.7141215274023056
580,4.065955106391667,1,2,4,4,0.7028508233960326
581,5.6730860499060904,4,2,7,1,0.6140436069725635
582,9.840260602283816,3,5,7,2,0.5102626462206492
583,5.940944751942957,3,5,3,1,0.4337844022073727
584,4.630012882300066,0,9,6,2,0.5932710929879923
585,7.067206834533806,3,2,3,2,0.2333954517284067
586,3.9211649502255446,0,2,3,1,0.9412590641776477
587,2.6069066248693114,4,0,6,0,0.5887945291802296
588,3.031037775285194,5,6,4,4,0.31119244435437654
589,3.0243667116621795,5,7,4,3,0.4496798508851573
590,3.215221548098355,4,1,7,1,0.8056847888768923
591,3.110617381195281,4,3,5,2,0.16161606073029744
592,7.126997958425717,2,9,5,1,0.2928356224602604
593,3.4550406751931586,4,6,7,4,0.6795080227365554
594,4.765338266590906,3,7,5,5,0.3154892064822239
595,9.174307279248094,5,0,3,2,0.792501681861466
596,5.791693122102979,1,3,3,3,0.13045348717736083
597,7.340461908168217,5,5,6,3,0.7626861704546085
598,3.3785589696130387,0,2,6,3,0.06835171485056624
599,3.538312150469366,5,4,7,5,0.012592612667494785
600,2.326948930131831,2,9,7,0,0.8982235188321621
601,3.3514805045773164,4,8,7,2,0.5813392169322986
602,4.228722712255669,4,10,3,5,0.3518268970868115
603,3.4160838742139745,5,2,5,2,0.2325946369638504
604,2.709620270056445,1,4,7,5,0.6168857832608161
605,2.9650869688048065,1,7,7,5,0.5090021835367382
606,5.686230144261806,2,5,3,0,0.9915977755299852
607,3.65066974724634,0,3,3,2,0.9832159866537458
608,4.914158888384604,5,7,3,5,0.6350245661416096
609,6.027338166838855,4,10,5,0,0.4428705061058905
610,7.523158629034922,5,2,7,1,0.4911409691346621
611,2.3144971187287915,2,2,4,4,0.6824790662368619
612,8.395283191272341,3,3,4,5,0.10157454423538137
613,7.023203115927262,3,8,7,3,0.3283520738107182
614,2.6540722555909753,2,4,7,0,0.07527224100360386
615,8.988628992854217,4,7,7,0,0.07336075951691956
616,9.366979204254505,2,5,7,5,0.19583924189423374
617,2.48862367883891,4,2,5,0,0.4852532545932269
618,4.21502118517763,1,7,4,1,0.7847743211627893
619,8.44961023834449,2,8,6,0,0.48549589116587255
620,7.986077523069267,4,7,4,4,0.33547661056086975
621,3.4761681548510186,2,3,4,4,0.08235299033675814
622,3.6747945866936824,2,10,3,3,0.5502955231831296
623,4.963776822331056,4,5,7,1,0.27126858648317675
624,5.876183881528171,4,0,7,4,0.6149341779171474
625,6.946038172242368,0,3,7,5,0.9771877391324183
626,4.951309116558179,2,7,3,2,0.11131432147755016
627,5.700277729065183,3,0,5,2,0.21212539872193992
628,7.979767505070052,2,2,5,2,0.47309453809937474
629,2.293465623124783,2,0,6,5,0.9686138153459295
630,4.019495554752166,4,8,5,0,0.7718097762699956
631,7.7067966870764195,2,1,5,5,0.8982291931628301
632,9.161654701497595,5,8,7,0,0.3337148484757929
633,6.093419536925329,2,3,4,2,0.9920384737785946
634,6.256907882122525,5,1,5,3,0.1028328160641574
635,2.8573760907182084,3,3,5,3,0.05297290604610083
636,5.579298934587637,4,10,3,0,0.8556026270540281
637,6.260938131640185,2,10,6,2,0.9272648702069862
638,3.9397640290778373,5,9,3,5,0.09058535754610175
639,4.153945847595048,5,5,7,3,0.1134274267458415
640,5.018273304836981,5,10,4,0,0.033174157755773814
641,2.160569582221811,1,6,6,5,0.1045075626427241
642,4.576633324665426,0,2,3,2,0.20941981680028088
643,3.691584055972357,3,2,5,1,0.970076618910001
644,4.619978817423317,2,9,5,2,0.6678602222396804
645,2.9580970545540097,1,7,6,2,0.7785530255185421
646,9.12421824591916,2,4,5,5,0.7761394036915221
647,6.748739628432389,2,3,3,5,0.5350737497792146
648,7.432818553155917,4,6,3,4,0.7974889777130172
649,8.313369908858707,4,6,5,4,0.5958075323899696
650,5.987537591432458,4,8,5,5,0.3145460976033576
651,2.6953623046993895,1,8,7,5,0.5611101087684007
652,6.296852334548382,2,4,4,1,0.5335085861345135
653,6.694728944167033,0,7,6,1,0.8234530537593207
654,7.96351579347464,3,9,3,2,0.981727217381659
655,5.453276369837435,4,0,6,3,0.41104256542093054
656,3.02064242236451,4,8,7,1,0.7633906784413597
657,4.270207246389796,2,7,3,2,0.09976300403813354
658,4.904658371189081,2,5,7,0,0.7768313694482886
659,7.16733793065281,1,2,7,4,0.3714169119932321
660,6.566226437351295,1,2,5,3,0.039390162889686664
661,4.84877380718277,4,7,6,2,0.3632461785621772
662,9.892121990343838,2,4,6,5,0.6106427509216448
663,6.846198554855097,0,9,5,0,0.11925016768146657
664,3.897814333887956,3,10,6,4,0.9240344924302546
665,2.81425978096323,2,6,5,0,0.07767241327283858
666,3.222873113474656,2,4,3,2,0.9300067198331662
667,3.967661827076065,5,7,7,1,0.7071375179356865
668,3.2854509860764454,1,9,7,4,0.3297121754142036
669,3.492536192410446,3,9,6,0,0.3907503477090932
670,4.280761349550777,4,3,4,1,0.7408093647327442
671,3.3869887623580386,2,1,7,3,0.6014711008812074
672,9.174123397011401,4,2,5,2,0.6716429214549452
673,2.6418699652931377,2,7,4,2,0.38916461651348
674,6.196091116562037,4,10,4,4,0.487813481807599
675,5.283174615917292,3,6,7,0,0.9898674840378934
676,9.859028935268851,1,1,7,3,0.2139228704997177
677,2.8963112173444188,3,5,7,5,0.4178561865221314
678,5.182844792365933,5,8,5,4,0.2918231875739673
679,9.75576346620295,0,3,4,5,0.7651115104398498
680,8.924057007151841,1,8,6,4,0.7640126256657207
681,8.536576567594238,3,1,5,0,0.2924454609973959
682,4.063222616359519,5,1,3,3,0.0813903166329829
683,3.3671006991205266,0,8,7,0,0.011432676672204045
684,7.349145759395448,5,6,4,2,0.4274505332424855
685,9.435007913020687,2,6,5,5,0.4103375943357709
686,6.454103144111438,2,0,3,1,0.9883898786398629
687,6.572901515759199,4,10,5,2,0.4698020756976796
688,4.239832749282273,1,5,5,2,0.25641836957542063
689,8.155943465535495,2,6,6,5,0.8912294410314674
690,3.496349988460187,5,10,6,4,0.4910679496535785
691,4.589433891233949,1,5,5,2,0.5991756352105778
692,5.403491508931334,2,5,3,3,0.09566871042821268
693,6.06088302947564,4,1,4,2,0.38291640732977406
694,3.939277859320642,3,5,4,3,0.9442236744737867
695,2.9186945979136283,4,3,7,0,0.5895053841754254
696,6.884960339533061,0,8,7,4,0.3445018551424617
697,4.309044425922046,2,0,4,3,0.6256671806315931
698,6.649905771380898,0,7,5,2,0.9104110895781161
699,3.2349017221936185,0,4,5,4,0.27399060047259005
700,5.84912081483854,5,0,6,4,0.5051167184706744
701,6.260715460412687,1,3,6,3,0.9586906539117553
702,2.4145882945794153,5,0,7,3,0.17239614329845265
703,4.692834225551365,2,5,4,1,0.7196639255967116
704,3.075317415511794,0,1,5,1,0.6144810082029823
705,2.506999763782142,3,4,4,4,0.6796751311406348
706,9.919681859119562,0,6,3,5,0.35121963066756967
707,4.578830759797784,3,1,4,5,0.31387937348376493
708,8.478995566837078,5,5,3,1,0.6842096705883705
709,4.037125238110111,5,5,6,2,0.21554328510454535
710,7.452021777791434,1,4,6,0,0.4196547448590051
711,8.081822879117492,0,4,7,4,0.188174646052918
712,6.765109924862754,4,2,4,0,0.008304841123329743
713,5.772609508401267,5,9,4,1,0.9700573600380694
714,5.294727313178148,5,9,3,3,0.43170297865641905
715,4.790946132343962,1,10,6,4,0.9693496144198253
716,9.436233153982606,3,1,3,1,0.1403235197678261
717,8.644955262301833,1,6,6,2,0.587366779457486
718,9.7202152853321,0,0,3,4,0.2009740327912396
719,2.994377787884358,2,5,6,4,0.7900741269632747
720,7.846939801629154,2,5,3,5,0.7837029887609752
721,9.506723654568303,3,2,6,3,0.1126071490393118
722,3.449864529325281,5,1,3,4,0.9120644528763892
723,2.53197013893422,3,1,4,3,0.19462964720322462
724,7.928965194320472,5,8,7,1,0.6129773415893603
725,6.595784905439295,5,10,3,2,0.985633620087704
726,8.734630214066176,2,4,7,2,0.8823965347663638
727,3.118179013010316,3,6,4,4,0.956563928561169
728,8.362138494879122,1,4,4,4,0.34259877121811944
729,3.6130185603819562,5,6,6,1,0.10557564221946336
730,3.309247542925636,4,3,7,5,0.1883468732894501
731,3.3141263834479435,4,7,5,5,0.5004948950766138
732,8.516597761851056,1,10,6,5,0.7932296782733221
733,7.321577765569601,4,9,7,3,0.15015364418387522
734,6.184523398152955,0,10,3,5,0.6597315322607571
735,4.87064387298802,5,9,3,2,0.32357760403951186
736,9.017604326504866,1,6,4,3,0.3412020723921535
737,5.139560859381083,3,9,5,1,0.6619177301579263
738,8.532795515772616,5,4,3,2,0.4669994195332202
739,5.513079268561747,1,10,7,2,0.8120332930259939
740,5.015555435399261,2,5,7,0,0.15591850966282705
741,5.7014382853568515,3,4,3,1,0.7899482697670385
742,4.411022993313137,2,6,7,1,0.06423524805742087
743,7.980875041410009,5,1,7,0,0.194053880245605
744,6.021763120739833,3,4,4,3,0.6561497145031654
745,3.8577015611745384,4,9,5,5,0.8549256565110712
746,9.196596586196549,1,2,4,5,0.25267962773934904
747,5.071129770985691,5,8,5,5,0.32719160582891293
748,6.348422888911909,0,5,7,5,0.53712074828674
749,9.251776887716375,3,9,5,5,0.21157280648930232
750,6.993903967311937,3,2,7,0,0.8111562615875056
751,2.9351843256669126,5,6,7,1,0.7736366450057608
752,9.5186569889078,5,3,4,3,0.1452917119657816
753,7.021664424571343,2,2,4,2,0.4638297318166321
754,4.679244917256689,4,7,6,5,0.7748277666546214
755,3.114176581307098,2,3,3,0,0.3373295311034148
756,8.352201514162367,2,10,6,3,0.6331068227177317
757,6.960582047428108,4,0,6,3,0.05021312145757273
758,6.267688735810572,0,5,5,3,0.608688760529318
759,9.151140664407661,2,9,7,0,0.152652980000607
760,8.308777689796246,2,10,7,2,0.8305833251144513
761,3.2133990378620094,3,10,7,5,0.35544946358047846
762,4.493776542364386,4,0,3,3,0.2815538627281957
763,3.987913118515726,1,4,5,0,0.840888976711485
764,7.951570340581416,0,6,5,1,0.050144023071810206
765,2.268259477886235,0,5,7,0,0.3966087993343448
766,6.559117478970532,4,1,6,0,0.3700035405750314
767,8.099669485925524,5,10,3,0,0.28480037424955085
768,9.014125094093995,5,3,6,3,0.911754332001477
769,4.73665398972726,3,10,4,0,0.7509283935167222
770,8.570058437376103,3,1,5,1,0.06392316419193877
771,2.885053895641658,4,10,5,3,0.7146874494349541
772,8.771618333876145,3,0,6,1,0.527299133128794
773,3.0199092986558593,0,2,3,4,0.9008678944015792
774,5.178298324482938,0,2,5,0,0.31294561734835846
775,8.378362926236429,1,6,6,5,0.5741619996095829
776,3.1993394187901902,5,0,3,5,0.500755274740986
777,3.834011161861132,4,8,6,3,0.48956090622760573
778,7.77802054714453,2,10,3,5,0.45610539951721263
779,7.760292292368595,5,5,7,3,0.20562947553228128
780,7.129181063082378,2,3,3,0,0.7557099224923928
781,7.5515875557368,1,2,4,2,0.4513360327392887
782,6.341795546780769,1,2,7,2,0.9585162750026057
783,4.014392471255622,3,1,6,1,0.2608084271927763
784,4.7655679480313555,1,1,7,0,0.6827438396270411
785,3.4527817344114053,1,9,7,5,0.9407170796391084
786,9.267604490669026,2,4,6,0,0.6634583230160925
787,6.667134358128964,3,8,6,4,0.8712729076173946
788,5.206811334109119,1,1,4,2,0.8274809597570061
789,5.6960464291530615,5,1,6,5,0.36011771548900384
790,9.578266716894522,1,5,5,2,0.6001239399394965
791,3.2268112249286416,3,9,5,0,0.1562613398113556
792,6.689838656134378,4,1,4,5,0.5355258826955995
793,6.047109431075728,3,3,3,1,0.2304219718143372
794,6.891633883477183,2,5,3,0,0.7437368149524456
795,2.144881470566724,4,4,5,1,0.5280584218921246
796,8.976991271553212,5,0,6,5,0.4112273626316605
797,9.4569462598689,0,5,4,2,0.26879709616697756
798,6.5210654687136715,3,0,3,4,0.9986984818412868
799,7.573206591015138,2,2,3,3,0.07171052088493268
800,9.379995049418365,5,9,7,2,0.04356068057242002
801,7.657909074507189,4,4,5,1,0.21725740049386455
802,3.2203123433140908,5,9,6,0,0.9710724586278197
803,6.610306881334505,3,4,4,5,0.9792381683199844
804,6.853720371062847,1,9,3,2,0.654927734772136
805,5.393045370419088,3,5,7,4,0.8801066672064047
806,7.891553884997783,0,9,5,5,0.2139617308407954
807,9.474936118152119,3,7,5,1,0.9720420941766236
808,9.40454810325421,4,4,4,5,0.14278485013956466
809,5.606714971233057,4,10,3,5,0.10112518818165828
810,2.905904366726042,3,0,4,0,0.1122115392472729
811,9.878729591698676,4,4,4,3,0.5731279232725647
812,8.711184691567473,1,2,7,1,0.7809744007180524
813,2.9973014496261348,5,3,5,0,0.3666671778746331
814,9.366735060938979,3,7,6,3,0.9778959877861265
815,8.959170896497026,1,6,5,0,0.43442013811832947
816,6.150704457008577,5,10,5,3,0.15044855077321628
817,6.730203485959434,5,4,7,3,0.4659667481861367
818,5.192021630961042,1,1,6,3,0.6790371654224399
819,2.4380931105762507,2,5,3,0,0.8322257805043787
820,4.681577933167207,3,10,6,5,0.4587682899565929
821,8.422827588784092,5,5,3,3,0.5936068260491675
822,2.037056184036823,5,9,6,5,0.26734471215885336
823,4.6679933735291534,4,9,4,1,0.645916526405514
824,5.1853495487275465,5,10,6,4,0.9859719439503437
825,6.299164823503383,1,5,7,5,0.04905357258779386
826,9.358844931302084,5,8,3,4,0.8865306707051678
827,4.77076795492769,2,10,5,3,0.5622825027675228
828,4.7756256151698215,3,7,7,4,0.25209865956229993
829,7.900009984877987,3,7,3,4,0.9548897100092579
830,5.617743527118457,5,0,3,3,0.4833543030588989
831,3.7968385835198557,0,4,5,5,0.3316902516733856
832,5.619516129061547,0,6,4,3,0.18149762827084115
833,3.126856163038399,1,5,7,1,0.24445221025666208
834,3.4110958920497865,0,4,5,2,0.8328490415914426
835,5.986942181915838,1,7,5,0,0.6144100093171658
836,5.351403596036383,4,2,4,3,0.9132456194883161
837,9.3187672085448,1,5,7,3,0.23196845215778583
838,4.899151192933065,0,4,5,4,0.12113857384890148
839,6.644706802224348,5,7,4,1,0.006087530975590005
840,7.058114303356243,4,3,7,4,0.5078620376159938
841,2.104755652706669,0,7,6,5,0.9983069303819881
842,7.308298976133685,1,9,3,3,0.694965268818639
843,3.4242877349580114,2,1,4,3,0.30839459196514607
844,9.68856253975564,3,8,3,4,0.8768585830261717
845,3.1893018220249036,0,8,6,3,0.7817222659879597
846,5.31699298981619,1,9,5,5,0.015415166076539255
847,2.682797344629151,4,9,5,2,0.8168604805410224
848,9.974994014767578,0,5,7,0,0.300526757238496
849,6.017560082649941,0,3,4,0,0.1496734645836011
850,6.76308013856035,3,3,4,0,0.22633083973707457
851,2.53661181910742,1,5,7,2,0.468579804375139
852,7.999683763193422,2,4,3,3,0.424867927068011
853,3.679244744764686,4,5,5,4,0.28888729937422675
854,9.18443431552571,1,6,5,1,0.1722183222070327
855,3.6411171238560573,4,6,4,3,0.7622307896421693
856,3.5255017653093326,0,8,4,2,0.9901097837349171
857,2.292397342784759,3,7,7,5,0.7777915804196904
858,5.776535560879994,3,5,6,2,0.2959369676715412
859,6.518729066100931,5,5,3,0,0.24480896141213337
860,2.525669115426819,2,4,6,3,0.21766587606593824
861,8.204220933560084,3,0,6,0,0.13669507448903628
862,5.626310677984221,0,8,4,1,0.5513305496923012
863,6.19512215462064,2,8,4,5,0.6054003719533442
864,5.526101975505825,1,8,4,0,0.7055026606631373
865,5.206104487002608,3,10,6,1,0.680213370933668
866,6.477122650465743,2,7,3,2,0.29233331128338247
867,3.2419219674457,0,9,4,0,0.33031100539684655
868,3.455425043962169,5,2,5,0,0.6815145354423379
869,8.894284968108138,4,0,3,4,0.34944764078362833
870,9.568923697069062,4,10,5,5,0.21262318961931304
871,4.986474530238024,0,7,3,5,0.37433615369673956
872,4.16595738514843,0,6,4,2,0.27208415757797766
873,7.151996345912126,4,4,7,4,0.0883127212185778
874,5.269873368784771,5,9,4,1,0.8301389022766535
875,2.203090845282759,2,6,6,1,0.8531113891570363
876,3.249220778929523,4,9,6,2,0.21975030016687946
877,7.72777783077918,0,3,3,5,0.06477219952520175
878,7.271391535281211,3,8,6,1,0.7388274373511795
879,2.216767940027868,1,10,4,2,0.2115286258634137
880,3.7757772954635955,5,9,5,1,0.39343548943686024
881,3.848598372704571,5,1,4,3,0.06413525223738326
882,7.375141948789827,3,8,3,0,0.22626958475843517
883,2.1576843020349132,3,8,6,5,0.7929022783296358
884,2.8328686558765908,0,4,5,3,0.8043964469152018
885,8.399328682985516,4,10,7,2,0.2070848248877104
886,3.428357296434669,2,0,5,2,0.33591384510668953
887,7.221968862814998,5,6,5,3,0.13423841909374357
888,3.905462248373812,5,9,4,0,0.07417263028492238
889,2.7955311420747613,3,9,7,0,0.9921717144484095
890,3.9453775279956327,4,3,3,4,0.6555939512448392
891,7.778135454845273,5,8,3,1,0.5420965091983188
892,8.845571744850286,2,5,5,4,0.7654985004052995
893,8.641758916535933,3,2,5,0,0.8400771596877241
894,5.177468236947639,2,5,6,3,0.8067147680447275
895,7.344681092565169,4,9,7,1,0.016539449289876607
896,3.6398743633265678,5,5,5,3,0.18680789819049848
897,4.345181842088106,1,4,6,4,0.654905302117831
898,9.170686548168959,5,1,7,2,0.3757593478039629
899,2.1040153880858883,4,9,3,3,0.982482651061107
900,2.6840682468357446,5,9,6,4,0.665404792638254
901,3.6630900411682186,5,1,7,4,0.9565489087292065
902,2.2122576309905577,0,6,6,4,0.20144648164579382
903,3.4514834807183785,5,1,5,2,0.8639570281150231
904,6.664332487757537,5,5,4,2,0.32135230581522534
905,5.371396404739984,2,4,3,2,0.9895648082378068
906,9.141373688615799,1,3,5,1,0.1576886720731473
907,8.539548493907528,2,6,5,2,0.5163398188383266
908,4.734538813583008,2,7,7,2,0.792844533837122
909,4.07538746745034,3,3,6,2,0.4326424806040359
910,5.037539265338135,0,0,3,3,0.4680840601876467
911,6.722359540118462,2,0,5,2,0.986355795505741
912,4.14450912658301,4,0,7,1,0.4253081503011533
913,6.993191262793072,4,10,3,4,0.6040721005990636
914,5.275293217529923,5,0,6,3,0.0545396606751507
915,6.416377446815842,3,4,5,0,0.84221008021026
916,5.4890122330825335,0,3,5,2,0.6481680489795435
917,4.355726076335341,0,8,5,4,0.40402010286281353
918,9.587626455697254,5,2,3,4,0.01616953995451975
919,8.108846353278086,4,6,3,3,0.5916688205935039
920,3.1209054061316204,1,10,3,0,0.012657828484162192
921,8.947743807183302,3,7,3,5,0.0012036139090179088
922,5.899449585996109,5,5,7,1,0.6160985621493547
923,9.156417815152732,3,9,4,5,0.18901706733455426
924,8.398842047578523,4,0,7,4,0.1918875497180953
925,5.401708035753868,4,7,5,5,0.6532715658327437
926,2.179754466560939,1,9,7,4,0.05369718793937428
927,4.149418875079569,1,2,6,5,0.31340556147455634
928,6.333073717286935,0,7,3,4,0.14943190214201907
929,7.067825758609178,3,3,6,4,0.5801763697965339
930,4.063101483465618,3,7,6,3,0.6617651547273958
931,3.114848592582593,4,10,5,0,0.7211358535990435
932,8.679441894394394,0,0,3,4,0.25523121691856543
933,9.875217445628417,5,2,6,1,0.089249751636584
934,6.205521458421487,3,5,5,1,0.07868365694189783
935,3.373434286786428,0,8,3,2,0.4261515484507238
936,4.178458612154952,0,1,4,4,0.945844409062715
937,2.147125412379734,4,10,5,4,0.2177290342470246
938,9.314390452483991,0,0,7,4,0.25674160134154933
939,2.942008663121129,1,9,3,5,0.10088880210585893
940,6.6121318041140285,1,2,6,4,0.6055702738939303
941,4.192441765497648,2,3,6,4,0.6798728739471749
942,6.433424020126347,4,10,7,1,0.64293120816076
943,7.211363106814914,5,4,7,0,0.8611302430447813
944,8.637934429657612,2,2,6,0,0.48642583502607173
945,3.6513701740848257,1,9,3,2,0.13445704076706444
946,2.087966629267844,2,10,5,1,0.28940513070441265
947,3.095085040550458,4,1,7,4,0.6624299734213518
948,9.20014913478484,4,1,7,0,0.6131219737415599
949,8.991120620500123,0,6,7,3,0.5310031297429625
950,6.779304817362466,3,8,4,3,0.6829644186886872
951,6.804134883469227,0,9,3,3,0.6373908503732993
952,7.320293396370044,4,1,3,4,0.8813248894649517
953,3.4029702289875967,1,6,3,4,0.5860163774782966
954,9.315295567399678,5,6,3,2,0.7786013587005565
955,5.350164199136585,1,10,3,2,0.24870715596646786
956,5.06510822599598,0,6,6,2,0.678182584589068
957,6.1513416422627,5,2,7,5,0.9021941183826757
958,2.3757277342004404,4,6,6,3,0.38573232789983325
959,3.3302669500486353,1,0,4,4,0.7791041873386466
960,7.9042689314109635,4,9,5,3,0.7247893011954354
961,2.6623893434010117,5,0,7,2,0.05952619687182248
962,6.825216875731106,5,4,4,4,0.5815083096240723
963,3.9627928774505676,1,1,6,1,0.13018934920080238
964,5.114364912335812,4,8,5,0,0.9673191722305912
965,4.309549894165599,2,6,4,0,0.8114075027006562
966,4.845381731719593,4,3,5,2,0.10972380124712011
967,7.752367241473964,5,3,4,3,0.12175199764767841
968,4.3769737249854,4,1,6,1,0.594473854912619
969,6.5312371223751775,0,4,5,4,0.3448891741731833
970,5.808403217592797,2,3,4,3,0.03490585907310928
971,7.309369322901185,3,0,6,2,0.5416415078330531
972,9.494637914598064,0,7,7,3,0.3878450996858469
973,7.860576777682002,3,2,6,2,0.10107649237174265
974,3.719523028726054,1,5,6,5,0.8019203922559827
975,2.2494650804902774,3,3,7,0,0.915076765278806
976,4.098112354398601,4,8,6,0,0.75659393401413
977,6.760623445602039,3,6,7,3,0.8224223100162773
978,2.411406507874003,5,8,7,1,0.21649056726611737
979,5.970929977609891,0,9,7,4,0.263572950918601
980,6.774742791335114,0,2,4,2,0.20852754029918774
981,4.673951126535687,3,0,5,4,0.765063431365564
982,8.167297629966576,0,4,4,0,0.9479170789344971
983,2.8527860250701744,5,2,7,1,0.7168372067339026
984,2.60110225388647,0,5,5,1,0.881466764879556
985,7.825510049628827,3,7,5,4,0.6386990948831726
986,5.963930529649588,2,10,7,0,0.38765990055879906
987,7.507219171421888,2,3,5,4,0.4257616149303052
988,5.47861870882997,1,4,5,3,0.07532143216740483
989,3.9712162659128545,0,4,4,1,0.03145719524602608
990,8.552818541393599,3,3,5,1,0.6954756041890774
991,8.395327031751833,0,3,7,3,0.4384288920111806
992,7.557571766835414,4,3,3,0,0.5522150680546295
993,4.177161097839702,5,3,3,1,0.5576612476224163
994,6.721845334952697,0,3,3,5,0.2773758133333014
995,4.887791175520214,0,4,7,5,0.4758925108294907
996,2.732656586613073,2,1,3,5,0.47076022166770226
997,9.338508603697942,5,1,4,2,0.388427221227857
998,3.0945490473516912,3,8,7,2,0.8206753834010705
999,9.60189883056642,0,1,7,0,0.4511640036875959
1000,5.568046183663646,2,5,7,3,0.6036445245059878
1001,3.481063430708957,1,1,5,4,0.8955201203808261
1002,6.335207579026865,5,4,5,0,0.8662336228589225
1003,8.983566687011265,2,3,5,4,0.8904222037791651
1004,7.8577990912764895,2,6,6,0,0.27000499646501397
1005,8.452489182891597,2,6,4,2,0.03498248830806283
1006,7.270266933685739,0,5,7,5,0.2610667998953292
1007,7.53821251614282,0,9,7,3,0.27870734562070865
1008,8.793565212522555,1,4,5,2,0.909360326724968
1009,3.9973440708734875,4,0,7,3,0.6492427328379706
1010,5.915399709145124,4,2,7,4,0.08170395960222876
1011,3.769675534556818,4,8,3,0,0.13537859601110114
1012,9.901344063973177,5,0,7,1,0.1556761255419754
1013,9.552474717492906,5,4,6,1,0.6304217481689232
1014,2.315414490948047,1,1,5,3,0.7354140255070031
1015,7.644601380125508,5,3,4,5,0.8596439105653961
1016,9.401986539325327,4,10,4,5,0.9406365508062431
1017,3.4446027610186682,4,0,3,3,0.20170455738644177
1018,6.543561844421036,2,2,4,2,0.30977248472404906
1019,9.323906380704335,5,9,4,1,0.24032288074483066
1020,2.2715678286863907,0,6,5,2,0.35876156746613774
1021,7.579362137974719,0,9,5,4,0.9146651074237494
1022,4.378792058980406,2,2,6,1,0.5751125669393615
1023,9.395169563012242,2,3,3,4,0.7381918973244991
1024,9.768465961322942,2,1,4,0,0.490119236126782
1025,9.554131912907472,0,2,6,2,0.02885791333612453
1026,5.79371373325971,4,8,3,3,0.06419548599781433
1027,8.896341207914507,2,2,4,1,0.5379230312678858
